Data risposta;ID impegno;Tipo utenza;Quale dichiarazione Tari hai presentato?;Nel complesso quanto è stato facile utilizzare questo servizio;Potresti specificare in quale punto hai riscontrato maggiori di;Nel complesso quanto sei soddisfatto del servizio online per la;Parleresti bene di questo servizio ad altre persone?
2024-11-12;D172B602-D6A0-EF11-8A69-6045BD99F15D;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-12-09;D1796EB2-0EB6-EF11-B8E8-000D3A4BD4DA;Utenze non domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-03;D18222AF-8881-EF11-AC21-6045BD8AA256;Utenze domestiche;Dichiarazione di cessazione;3;;3;10
2024-06-12;D1A37C84-9928-EF11-840A-6045BD8F5EEF;Utenze domestiche;Dichiarazione di occupazione;3;;2;5
2024-10-22;D1BEE686-B990-EF11-8A69-000D3A24232C;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-09-11;D1D15E8F-2770-EF11-A670-000D3A261FBE;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-24;D1EF5134-BABA-EE11-A569-6045BD8C5AA8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-09;D1F26E63-7E9E-EF11-8A6A-002248859B86;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-26;D1FED5C4-7A1B-EF11-840A-000D3AA8114F;Utenze domestiche;Dichiarazione di occupazione;3;;3;10
2024-06-10;D21B64BF-6527-EF11-840A-6045BD9BFBB5;Utenze domestiche;Dichiarazione di cessazione;1;ricerca delle informazioni sul servizio;2;5
2024-03-26;D23CBFAA-69EB-EE11-A204-6045BDF57BBC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-05;D25A038D-CAAB-EE11-BE37-6045BD8C56C2;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;2;4
2024-05-09;D264AB20-100E-EF11-9F89-6045BD8C17FC;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-07-10;D27A8050-9D3E-EF11-8409-0022487F8F32;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-10-13;D28D3D8E-7B89-EF11-AC20-6045BD8C5AF2;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;2;5
2024-12-12;D2A292C3-B8B8-EF11-B8E8-6045BDF4C276;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-12-03;D2A9E19F-BFB1-EF11-B8E8-6045BD9A0DAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-12;D2AD7222-B0B8-EF11-B8E8-6045BD9410BF;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;3;;3;9
2024-06-19;D2B57437-452E-EF11-840A-000D3AC294CC;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-03-11;D2C637A9-AADF-EE11-904C-6045BD931A63;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-29;D2C8072B-2836-EF11-8409-002248846292;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-01;D2DA7FBF-DC07-EF11-9F89-000D3A4C2AA4;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-04-12;D30ED661-FDF8-EE11-A1FD-6045BD9F5DBF;Utenze domestiche;Dichiarazione di occupazione;3;;4;10
2024-04-04;D339A481-B8F2-EE11-904B-000D3A4C2AA4;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-09-05;D341ADFE-7C6B-EF11-BFE3-6045BD877F7B;Utenze domestiche;Dichiarazione di cessazione;2;Altro;3;6
2024-10-09;D343C578-8486-EF11-AC20-000D3ABEDF58;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-15;D346219E-302B-EF11-840A-002248896B6D;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-05-30;D360273B-841E-EF11-840A-000D3A24DB07;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-11-18;D36DE547-A0A5-EF11-B8E9-002248859B86;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-25;D37ED8EE-C1BB-EE11-A568-000D3AC21163;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;8
2024-04-22;D3834DE3-A800-EF11-9F8A-6045BD9F83BF;Utenze domestiche;Dichiarazione di cessazione;2;ricerca delle informazioni sul servizio;3;8
2024-02-29;D3876CDF-E4D6-EE11-904D-6045BD8C56C2;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-04-16;D38B59EB-B9FB-EE11-A1FE-0022487F1C76;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-15;D39EB048-9EB3-EE11-A569-000D3AAC73C7;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-05-17;D3A95FF2-8A14-EF11-9F89-00224885BD4A;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-02-26;D3B8BD5F-E3D4-EE11-904D-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-30;D3FBB3AA-E306-EF11-9F89-6045BD940C6B;Utenze domestiche;Dichiarazione di cessazione;3;;3;5
2024-04-24;D401854E-1002-EF11-9F89-000D3AAEAE5C;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-05;D402188A-E1AB-EE11-BE37-6045BD8C5C30;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-12-20;D4186322-F1BE-EF11-B8E9-000D3AB1C90D;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-09-16;D41863D2-7274-EF11-A670-6045BD9A11B1;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-24;D42E63E4-14C2-EF11-B8E8-000D3AB81EEB;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-03-02;D43A9EF1-D5D8-EE11-904C-000D3A26D4A6;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-11-23;D44BCB0F-B3A9-EF11-B8E8-7C1E52132C74;Utenze domestiche;Dichiarazione di occupazione;1;Altro;2;6
2024-05-29;D462E1A4-7E1D-EF11-840B-000D3A291F44;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-07;D4735A99-9484-EF11-AC20-6045BD8ED35A;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-24;D47F8BC0-F849-EF11-BFE2-6045BD9772CB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-28;D4836821-2235-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-24;D488A1CF-06C2-EF11-B8E9-0022489A54C9;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-12-05;D4C71397-12B3-EF11-B8E8-7C1E525ED00F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-01;D4CDC8DB-BFA8-EE11-BE37-6045BD8C58F9;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-25;D4DC65B9-674A-EF11-BFE2-000D3A3A3B41;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-08-07;D4E78D80-C654-EF11-BFE3-000D3AAFE5B5;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-10-18;D4F4ED9D-328D-EF11-AC20-6045BD970AC8;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-03-06;D507051C-C7DB-EE11-904B-6045BD931A63;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-04;D516067C-BC9A-EF11-8A69-6045BD8A265B;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-05-16;D518B024-8913-EF11-9F89-6045BD94B970;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-11-06;D538DCA5-629C-EF11-8A69-000D3AAC5D8A;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-09-25;D55633A5-1E7B-EF11-A670-6045BD8D9E2F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-25;D572604F-69BB-EE11-A569-6045BD8C5293;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-18;D57290B3-69BD-EF11-B8E9-000D3A65401A;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-04-19;D5732E7D-3DFE-EE11-A1FF-6045BD9F83BF;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-24;D5826FCE-70AA-EF11-B8E8-000D3A22DAE6;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-01;D5A6A227-CA7F-EF11-AC20-000D3A4A7F98;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-10;D5D14190-95AF-EE11-A569-6045BD8C594F;Utenze domestiche;Dichiarazione di occupazione;3;;2;7
2024-06-23;D5E43272-AF31-EF11-8409-7C1E522652BC;Utenze domestiche;Dichiarazione di cessazione;3;;4;9
2024-06-29;D5E5861B-E635-EF11-8409-000D3AC294CC;Utenze domestiche;Dichiarazione di occupazione;4;;3;8
2024-07-31;D5E89994-3C4F-EF11-BFE2-6045BD9B6B86;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-17;D626FCA5-838C-EF11-AC20-6045BD8F4093;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-09-06;D6327942-146C-EF11-BFE3-6045BD9772CB;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-06-18;D64575B1-B52D-EF11-840A-000D3AC294CC;Utenze domestiche;Dichiarazione di occupazione;3;;3;5
2024-01-26;D6531F5C-2DBC-EE11-A569-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-01-24;D6754987-CCBA-EE11-A569-000D3A26D4A6;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-18;D68D3765-FD44-EF11-A316-000D3A3A3B41;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-10;D6B204F2-ED0E-EF11-9F89-000D3A272643;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-25;D6BA9D45-55AB-EF11-B8E8-6045BD98A870;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-29;D6C87180-AFED-EE11-A203-000D3A43F96F;Utenze domestiche;Dichiarazione di occupazione;1;Altro;1;2
2024-07-25;D6CF4A8A-BE4A-EF11-BFE2-000D3ABB5D16;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-29;D6DA77B3-04C6-EF11-B8E8-000D3AD82B91;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-23;D6E44AFA-CDB9-EE11-A569-6045BD8C54CF;Utenze domestiche;Dichiarazione di occupazione;1;Altro;4;8
2024-07-09;D6EBF6D6-C73D-EF11-8409-7C1E5212B3D5;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-23;D6EE887E-95A9-EF11-B8E8-6045BD9F4228;Utenze domestiche;Dichiarazione di cessazione;2;Altro;3;7
2024-07-03;D6EEFD65-2439-EF11-8409-6045BD873DDF;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-04-20;D709DDA1-3AFF-EE11-9F8A-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;3;9
2024-02-28;D714C94B-2AD6-EE11-904D-6045BD8C5266;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-12-12;D71536B9-ABB8-EF11-B8E9-000D3AA8901E;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-15;D71B3539-DCBA-EF11-B8E8-7C1E525151F4;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-21;D721ACF2-B68F-EF11-8A6A-7C1E52129E4C;Utenze domestiche;Dichiarazione di occupazione;2;Altro;2;6
2024-10-04;D7460528-2282-EF11-AC21-6045BD97BF75;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-10;D7470653-FB3E-EF11-8409-000D3AC294CC;Utenze domestiche;Dichiarazione di occupazione;3;;4;10
2024-05-15;D77A3884-B512-EF11-9F89-6045BD94B970;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-18;D7996755-3715-EF11-9F89-00224885BD4A;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-05-08;D7A06703-620D-EF11-9F8A-6045BD9F83BF;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-01-25;D7BD7F47-BEBB-EE11-A569-6045BD8C5AA8;Utenze domestiche;Dichiarazione di occupazione;3;;4;9
2024-11-04;D7C0E623-D69A-EF11-8A69-6045BDF6065D;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-03-06;D7EA5508-F3DB-EE11-904B-6045BD878FE8;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-15;D7F1731C-022B-EF11-840A-002248852510;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-12-20;D7FD0CA2-FEBE-EF11-B8E9-000D3A693702;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-08-20;D805C84A-DD5E-EF11-BFE3-6045BD86FA8D;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-02-05;D8121A22-0BC4-EE11-9079-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-18;D827E165-A62D-EF11-840A-000D3AADDB32;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-12-17;D82D0FA5-4BBC-EF11-B8E9-000D3AB7CECC;Utenze domestiche;Dichiarazione di variazione dei dati dell'immobile;4;;4;10
2024-05-20;D8405D0A-A116-EF11-9F89-6045BD8734CA;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-07-01;D849CE93-BB37-EF11-8409-0022487FD8B0;Utenze domestiche;Dichiarazione di occupazione;1;complessità della procedura;1;2
2024-11-13;D84AF4AD-EDA1-EF11-8A69-6045BD9F7262;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-04;D89A15C5-8A52-EF11-BFE3-6045BD9772CB;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-05-10;D8A1AD33-D70E-EF11-9F89-6045BD93C683;Utenze domestiche;Dichiarazione di occupazione;1;linguaggio utilizzato;1;0
2024-11-04;D8C95075-8C9A-EF11-8A69-000D3A24232C;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-10;D8D34E8B-1087-EF11-AC20-000D3A28A8CE;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-01-04;D8F2DF52-16AB-EE11-BE37-6045BD8C594F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-11;D91D278E-EAF7-EE11-A1FD-6045BD940C6B;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;2;2
2024-01-19;D92640B5-CEB6-EE11-A569-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-05;D93D940B-EDAB-EE11-BE37-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-09-12;D953A240-2371-EF11-A670-6045BD9A11B1;Utenze domestiche;Dichiarazione di occupazione;3;;3;9
2024-06-04;D96E87B0-7422-EF11-840A-0022488796B9;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-18;D9787914-248D-EF11-AC20-7C1E52122F9C;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-12;D97E391F-F4F8-EE11-A1FD-6045BD940C6B;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-11-22;D99DFFB8-DEA8-EF11-B8E8-000D3ABF66A3;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-27;D9A31EB4-CC34-EF11-8409-0022487FD8B0;Utenze domestiche;Dichiarazione di occupazione;3;;3;2
2024-11-14;D9D72910-93A2-EF11-8A69-6045BD8F4093;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-09-18;D9F3D048-5975-EF11-A670-6045BD9D74A9;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-02-04;DA242F6E-57C3-EE11-9079-000D3AC21163;Utenze domestiche;Dichiarazione di occupazione;3;;3;9
2024-01-17;DA32995A-71B5-EE11-A569-000D3A26D4A6;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-21;DA35B90C-BFBF-EF11-B8E8-7C1E527704EE;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-07-02;DA3DACF9-6638-EF11-8409-7C1E5212B3D5;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-30;DA51B0AB-941E-EF11-840A-000D3A24DB07;Utenze domestiche;Dichiarazione di cessazione;3;;3;7
2024-02-24;DA5998BD-F3D2-EE11-9079-6045BD8C54CB;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-02-26;DA75E754-99D4-EE11-904D-6045BD8C54E2;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-27;DA82D471-FDBC-EE11-9079-6045BD8C5C30;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-05-14;DA95B6A6-E911-EF11-9F89-000D3A2E471B;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-18;DA99EB57-2BE5-EE11-904C-000D3A2E471B;Utenze domestiche;Dichiarazione di occupazione;2;Altro;2;2
2024-04-14;DA9F3006-90FA-EE11-A1FF-6045BDF5A821;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-01;DABC5B0B-C17F-EF11-AC20-7C1E524D72CC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-21;DAF05F31-5E17-EF11-9F89-00224884BDAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-06-02;DAF942D9-E320-EF11-840A-6045BD9C845E;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-02;DAFAFED7-E920-EF11-840A-6045BD9C845E;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-07-17;DB14E723-5344-EF11-A316-000D3A3A3B41;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-19;DB605FFD-27BE-EF11-B8E9-000D3A670473;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-29;DB65D499-BEBE-EE11-9079-6045BD8C594F;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-11-30;DB7AE6DB-09AF-EF11-B8E8-6045BD9F7262;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-13;DB7BF3F3-47CA-EE11-9079-000D3A26D4A6;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;1;linguaggio utilizzato;1;0
2024-04-15;DB8CBC2B-6AFB-EE11-A1FE-000D3ABBF4A7;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-26;DBA906DB-AFC3-EF11-B8E8-6045BDDDCAE6;Utenze domestiche;Dichiarazione di cessazione;4;;3;9
2024-06-03;DBFFC4A6-7E21-EF11-840A-0022487F1C76;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-04-05;DC156B3C-5BF3-EE11-904B-6045BD93C683;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-31;DC3A4556-A397-EF11-8A69-6045BD8F4093;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-16;DC3B4454-1074-EF11-A671-6045BD92145B;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-01-13;DC3D3E60-40B2-EE11-A569-6045BD8C54E2;Utenze domestiche;Dichiarazione di occupazione;3;;3;3
2024-06-29;DC40A112-2636-EF11-8409-000D3AC294CC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-26;DC42C13F-D333-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-09-18;DC448D81-BE75-EF11-A671-6045BD9C303E;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-05-14;DC455217-D611-EF11-9F89-000D3A48CA64;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-12-06;DC5565D6-A3B3-EF11-B8E8-6045BD9916C2;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-29;DC886078-47AE-EF11-B8E8-6045BDF6065D;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-04-01;DCB81F23-3DF0-EE11-904C-6045BD8C531D;Utenze domestiche;Dichiarazione di cessazione;4;;3;9
2024-03-07;DCC7E391-98DC-EE11-904B-6045BD878FE8;Utenze non domestiche;Dichiarazione di occupazione;4;;4;9
2024-02-28;DCDB442F-39D6-EE11-904D-6045BD8C531D;Utenze domestiche;Dichiarazione di occupazione;1;linguaggio utilizzato;1;3
2024-04-03;DCDFF2B3-ECF1-EE11-904B-0022487F1C76;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-01;DCEBBAC9-1950-EF11-BFE2-0022488465FA;Utenze domestiche;Dichiarazione di cessazione;4;;4;9
2024-01-05;DD02A8B9-AEAB-EE11-BE37-6045BD8C54E2;Utenze domestiche;Dichiarazione di variazione degli occupanti non residenti;4;;4;10
2024-06-24;DD0E4183-4732-EF11-8409-002248896B6D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-02;DD1D4171-0D21-EF11-840A-000D3AAAF3BE;Utenze domestiche;Dichiarazione di cessazione;3;;3;8
2024-01-12;DD3D2B09-9CB1-EE11-A569-6045BD8C5AA8;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-02-09;DD4B3CA0-51C7-EE11-9079-6045BD8C507A;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-27;DD4BF2A3-8094-EF11-8A69-7C1E5250F344;Utenze domestiche;Dichiarazione di occupazione;3;;3;7
2024-03-03;DD668EE5-62D9-EE11-904C-6045BD8C507A;Utenze domestiche;Dichiarazione di occupazione;1;accesso al servizio (login);1;2
2024-04-11;DD71ACF5-04F8-EE11-A1FD-6045BD93C683;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-04-27;DD76D57C-6C04-EF11-9F8A-6045BDF57BBC;Utenze domestiche;Dichiarazione di occupazione;2;complessità della procedura;2;2
2024-12-11;DDABA36F-FBB7-EF11-B8E9-000D3AA8901E;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-04-30;DE07B7F2-DD06-EF11-9F8A-6045BD878FE8;Utenze domestiche;Dichiarazione di cessazione;2;complessità della procedura;3;4
2024-03-26;DE26ECA9-4FEB-EE11-A203-000D3A4C2AA4;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-07-14;DE4635AC-BC41-EF11-A316-0022488AA3A0;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-01-05;DE5B1527-FFAB-EE11-A569-000D3AAC74F3;Utenze domestiche;Dichiarazione di occupazione;4;;4;9
2024-07-29;DE638BD2-ED4D-EF11-BFE2-6045BD8E74EE;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-03-11;DE7878E3-97DF-EE11-904C-000D3A4C2AA4;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-06-11;DE7EF471-1428-EF11-840A-002248896B6D;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-07;DE9964AC-FF54-EF11-BFE3-000D3A45884E;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-08-27;DE9FCD7F-7664-EF11-BFE2-6045BDA1E14B;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-22;DEA0BBF8-9F90-EF11-8A69-6045BD8B7782;Utenze domestiche;Dichiarazione di occupazione;1;complessità della procedura;1;0
2024-05-08;DEA3EB5F-220D-EF11-9F89-000D3A43F96F;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-02;DEAB0D7A-A6A9-EE11-BE37-6045BD8C58F9;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-06-21;DEB4F53A-C42F-EF11-840A-000D3A48A9E2;Utenze domestiche;Dichiarazione di occupazione;3;;4;9
2024-11-08;DEB7DC3C-AB9D-EF11-8A69-000D3A2D9B22;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-10-30;DEC0BFA5-CF96-EF11-8A69-000D3A2D9B22;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-20;DEC0F81D-9516-EF11-9F8A-000D3A291F44;Utenze domestiche;Dichiarazione di occupazione;2;ricerca delle informazioni sul servizio;3;7
2024-02-21;DECDB3B8-B0D0-EE11-9079-6045BD8C5AA8;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-05-18;DED974A4-3415-EF11-9F89-0022488796B9;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-06-07;DEEAF369-9B24-EF11-840A-00224884BDAC;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-27;DF3BA930-F34B-EF11-BFE2-6045BD86FA8D;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-10-09;DF4D6A1E-5E86-EF11-AC20-6045BD8C5AF2;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-07;DF58941C-483C-EF11-8409-002248846292;Utenze domestiche;Dichiarazione di occupazione;2;linguaggio utilizzato;2;4
2024-01-13;DF71D20D-F5B1-EE11-A569-6045BD8C5FDB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-05-11;DF722955-9B0F-EF11-9F89-000D3A2EF8C7;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-01-02;DF86D2A2-78A9-EE11-BE37-6045BD8C5FDB;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-11-21;DF8FB387-37A8-EF11-B8E8-000D3A22DAE6;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-12-22;DFA4EE36-3BC0-EF11-B8E9-000D3A66FD6F;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-02-29;DFA5A8FE-11D7-EE11-904D-6045BD8C5FDB;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-12-18;DFFEA084-67BD-EF11-B8E9-000D3A67B886;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-04-19;E00C5C52-4DFE-EE11-A1FE-6045BD93CED5;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-03-15;E0251286-D2E2-EE11-904C-000D3A272643;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-08-29;E033136F-0866-EF11-BFE2-000D3A26EE36;Utenze non domestiche;Dichiarazione di occupazione;4;;4;8
2024-02-28;E0575FE4-4DD6-EE11-904D-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;4;;4;7
2024-09-28;E0702F38-947D-EF11-AC21-6045BDF3CACF;Utenze domestiche;Dichiarazione di cessazione;4;;4;8
2024-03-06;E07E33A8-8CDB-EE11-904C-6045BDF5A821;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-11-07;E08B873C-389D-EF11-8A69-6045BD8F4093;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-01-10;E09C5EA2-D6AF-EE11-A569-6045BD8C5C30;Utenze domestiche;Dichiarazione di occupazione;4;;4;8
2024-01-26;E0A121F1-67BC-EE11-A569-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;3;;3;5
2024-02-26;E0A5194B-F3D4-EE11-904D-6045BD8C59FF;Utenze domestiche;Dichiarazione di occupazione;3;;3;8
2024-03-24;E0BBCFA5-0BEA-EE11-904D-6045BDF57BBC;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-07-01;E0E20F4A-7837-EF11-8409-002248852510;Utenze domestiche;Dichiarazione di cessazione;4;;4;10
2024-09-25;E0F6FB1A-297B-EF11-A670-000D3A248975;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
2024-07-11;E10250C0-8E3F-EF11-8409-000D3AADDB32;Utenze domestiche;Dichiarazione di occupazione;4;;4;10
