Unità immobiliare;Tipologia;Consistenza;Indirizzo;Municipio;Foglio;Mappale;Subalterno;Tipologia destinazione;Utilizzazione;Ente assegnatario;Protocollo/ Repertorio;Estremi contratto ;Oggetto;Durata anni  contr.;Periodo contratto Dal / al;note;periodo
144;appart.;4,5 vani;via Niccolini 21;1;310;73;13;Scopi Sociali;;;;;;;;In corso nuovo Avviso per l'assegnazione;marzo 2026
145;appart.;2,5 vani;via Oristano 14;2;148;499;43;Scopi Sociali;Progetto di accoglienza riservata a giovani adulti in uscita da percorsi di istituzionalizzazione - Residenzialità temporanea per giovani adulti in accompagnamento all'autonomia;RIPARI Coop. Sociale – Impresa Sociale (Capofila) via della Signora 3, 20122 Milano A.T.I - Azienda Temporanea di Imprese: Ce.A.S. Centro Ambrosiano di Solidarietà Onlus E Fondazione Casa della Carità;Repertorio n. 106429;Ag. Entrate Mi 1 19.02.2024 Serie 3X 000639;Contratto per la concessione in uso gratuito del lotto n. 1 costituito da n. 6 immobili siti in viale Majno 3, via Oristano 14, via Moretto da Brescia 40, via Ricciarelli 14, (n. 4 appartamenti, di cui 1 con box e magazzino), confiscati alla criminalità e trasferiti al patrimonio indisponibile del Comune di Milano all’ATI composta da Ripari Cooperativa Sociale – Impresa Sociale, CE.A.S. Centro Ambrosiano di Solidarietà Onlus e Fondazione Casa della Carità. Durata della concessione anni 4 (quattro) a far tempo dalla sottoscrizione del presente contratto.;4;13.02.2024 12.02.2028;;marzo 2026
146;appart.;91 mq;Via Orsini 70;8;30;5;10;Scopi Sociali;;;;;;;;In corso nuovo Avviso per l'assegnazione;marzo 2026
147;locale comm.le;51 mq;via Ortica 8;3;360;98;11-12-77;Scopi Sociali;;;;;;;;In corso nuovo Avviso per l'assegnazione;marzo 2026
148;appart.;72 mq;via Ortica 10;3;360;101;704;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;il Melograno Società Cooperativa Sociale Onlus ;Repertorio n. 104394;Ag. Entrate MI 1 23/10/2015 serie 3 T 17592;Contratto di Locazione Direzione Demanio;6+6;06.10.2015 05.10.2027;;marzo 2026
149;appart.;3,5 vani;via Oxilia 13;2;231;293;59;Scopi Sociali;;;;;;;;In corso nuovo Avviso per l'assegnazione;marzo 2026
150;appart.;2,5 vani;via Padova 31;2;233;201;37;Scopi Sociali;"""RESIDENZIALITA' SOCIALE TEMPORANEA"" Attività di assistenza a persone che si trovano in condizioni di fragilità e nell'esigenza di una risposta ai bisogni di residenzialità, integrando l'intervento con un percorso di accompagnamento al reinserimento sociale.";CEASOLTREILPREGIUDIZIO COOPERATIVA SOCIALE Viale Sondrio 5, 20124 Milano -MI CF/PI: 11502070961;Repertorio n. 106014;Ag. Entrate MI 1 26.04.2022 serie 3 2403;Rinnovo contratto per la concessione in uso gratuito all’associazione CE.A.S. Centro Ambrosiano Di Solidarieta’ Onlus del locali di proprieta’ comunale confiscato alla criminalita’ sito in via Padova n. 31 - Milano. ;6;03.03.2022 02.03.2028;;marzo 2026
151;appart.;3,5 vani;via Padova 80;2;236;138;22;Scopi Sociali;Progetto di accoglienza neomaggiorenni in uscita da unità di offerta residenziali ;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;Repertorio n. 106730;Ag. Entrate MI 1 17.04.2025 Serie 3X n. 001722;Contratto per la concessione in uso gratuito delle unità immobiliari site in via Padova 80, Milano, confiscate alla criminalità e trasferite al patrimonio indisponibile del Comune di Milano a Fondazione Progetto Arca Onlus. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8;15.04.2025 14.04.2033;;marzo 2026
152;cantina;10 mq;via Padova 80;2;236;138;23;Scopi Sociali;Progetto di accoglienza neomaggiorenni in uscita da unità di offerta residenziali ;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;;;;;;marzo 2026
153;cantina;11 mq;via Padova 80;2;236;138;24;Scopi Sociali;Progetto di accoglienza neomaggiorenni in uscita da unità di offerta residenziali ;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;;;;;;marzo 2026
154;cantina;12 mq;via Padova 80;2;236;138;25;Scopi Sociali;Progetto di accoglienza neomaggiorenni in uscita da unità di offerta residenziali ;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;;;;;;marzo 2026
155;appart.;1 vano;via Padova 80;2;236;138;11;Scopi Sociali;Progetto di accoglienza neomaggiorenni in uscita da unità di offerta residenziali ;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;;;;;;marzo 2026
156;appart.;10 mq;via Padova 80;2;236;138;29;Scopi Sociali;Progetto di accoglienza neomaggiorenni in uscita da unità di offerta residenziali ;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;;;;;;marzo 2026
157;cantina;7 mq;via Padova 80;2;236;138;17;Scopi Sociali;Progetto di accoglienza neomaggiorenni in uscita da unità di offerta residenziali ;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;;;;;;marzo 2026
158;solaio pertin.;116 mq;via Padova 80;2;236;138;27;Scopi Sociali;Progetto di accoglienza neomaggiorenni in uscita da unità di offerta residenziali ;Fondazione Progetto Arca Onlus Via Degli Artigianelli 6 20159 Milano;;;;;;;marzo 2026
159;locale comm.le;21 mq;via Paisiello 5;3;273;320;19;Scopi Sociali;Progetto di realizzazione di uno spazio fisico e digitale, ‘phygital’, all’interno degli immobili concessi, per implementare nuovi format comunicativi di promozione della salute sulle pagine social @heimi.saluteeprevenzione, dando spazio mediatico anche ad altre realtà ed enti territoriali, e che permetterà di coinvolgere i cittadini milanesi, in particolare gli abitanti del Municipio 3, in attività di promozione della salute e di orientamento al volontariato, all’interno della sede operativa e sul territorio, narrandole contemporaneamente attraverso contenuti digitali.;"HEIMI SOCIETÀ COOPERATIVA SOCIALE” (Ente Capofila) via Piacenza 4, Milano ATS - Azienda Temporanea di Scopo ""HeiMI Associazione di Promozione Sociale”";Repertorio n. 106716;Ag. Entrate Mi 1 Serie 3X n. 004462;Contratto per la concessione in uso gratuito delle n. 3 unità immobiliari site in via Paisiello 5, confiscate alla criminalità e trasferiti al patrimonio indisponibile del comune di Milano all’ATS composta da “Heimi Associazione di Promozione Sociale” (mandante), e “Heimi Società Cooperativa Sociale” (mandataria). Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto;8;31.03.2025 30.03.2033;;marzo 2026
160;locale comm.le;22 mq;via Paisiello 5;3;273;320;15;Scopi Sociali;Progetto di realizzazione di uno spazio fisico e digitale, ‘phygital’, all’interno degli immobili concessi, per implementare nuovi format comunicativi di promozione della salute sulle pagine social @heimi.saluteeprevenzione, dando spazio mediatico anche ad altre realtà ed enti territoriali, e che permetterà di coinvolgere i cittadini milanesi, in particolare gli abitanti del Municipio 3, in attività di promozione della salute e di orientamento al volontariato, all’interno della sede operativa e sul territorio, narrandole contemporaneamente attraverso contenuti digitali.;"HEIMI SOCIETÀ COOPERATIVA SOCIALE” (Ente Capofila) via Piacenza 4, Milano ATS - Azienda Temporanea di Scopo ""HeiMI Associazione di Promozione Sociale”";Repertorio n. 106716;Ag. Entrate Mi 1 Serie 3X n. 004462;Contratto per la concessione in uso gratuito delle n. 3 unità immobiliari site in via Paisiello 5, confiscate alla criminalità e trasferiti al patrimonio indisponibile del comune di Milano all’ATS composta da “Heimi Associazione di Promozione Sociale” (mandante), e “Heimi Società Cooperativa Sociale” (mandataria). Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto;8;31.03.2025 30.03.2033;;marzo 2026
161;laborat. per arti e mestieri;57 mq;via Paisiello 5;3;273;320;21;Scopi Sociali;Progetto di realizzazione di uno spazio fisico e digitale, ‘phygital’, all’interno degli immobili concessi, per implementare nuovi format comunicativi di promozione della salute sulle pagine social @heimi.saluteeprevenzione, dando spazio mediatico anche ad altre realtà ed enti territoriali, e che permetterà di coinvolgere i cittadini milanesi, in particolare gli abitanti del Municipio 3, in attività di promozione della salute e di orientamento al volontariato, all’interno della sede operativa e sul territorio, narrandole contemporaneamente attraverso contenuti digitali.;"HEIMI SOCIETÀ COOPERATIVA SOCIALE” (Ente Capofila) via Piacenza 4, Milano ATS - Azienda Temporanea di Scopo ""HeiMI Associazione di Promozione Sociale”";Repertorio n. 106716;Ag. Entrate Mi 1 Serie 3X n. 004462;Contratto per la concessione in uso gratuito delle n. 3 unità immobiliari site in via Paisiello 5, confiscate alla criminalità e trasferiti al patrimonio indisponibile del comune di Milano all’ATS composta da “Heimi Associazione di Promozione Sociale” (mandante), e “Heimi Società Cooperativa Sociale” (mandataria). Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto;8;31.03.2025 30.03.2033;;marzo 2026
162;appart.;78 mq;via Palmanova, 91;2;204;106;705;Scopi Sociali;Progetto di accoglienza giovani adulti in uscita da Comunità educative che intraprendono percorsi di autonomia ma che necessitano ancora di un accompagnamento al raggiungimento di obiettivi quali la ricerca di un’occupazione stabile, indipendenza economica e/o abitativa;ASSOCIAZIONE KAYROS ONLUS via XV MARTIRI n. 26, C.A.P. 20055 Vimodrone - Mi C.F. 94581610154;;In attesa di Registrazione al'Agenzia delle Entrate;contratto per la concessione in uso gratuito del lotto n. 13 costituito da n. 4 unità immobiliari site in via Vittorio Gassman 15/17 e via Palmanova 91, confiscate alla criminalità e trasferite al patrimonio indisponibile del Comune di Milano a Associazione Kayros Onlus. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8;04.03.2026 03.03.2034;;marzo 2026
163;box;9 mq;via Pantano 10;1;437;398;288;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
164;appart.;1,5 vani;via Parenzo 8;6;571;24;94 (ex 61);Scopi Sociali;"""RESIDENZIALITA' SOCIALE TEMPORANEA"" Attività di assistenza a persone che si trovano in condizioni di fragilità e nell'esigenza di una risposta ai bisogni di residenzialità, integrando l'intervento con un percorso di accompagnamento al reinserimento sociale.";GESTIONE DIRETTA del Comune di Milano Welfare e Salute (convenzione con Rti Spazio Aperto Servizi Società Cooperativa Sociale/Fondazione Somaschi Onlus/Farsi Prossimo Onlus Società Cooperativa Sociale/La Strada Società Cooperativa Sociale);;Assegnato in concessione con DD n. 5734/2023 DEL 29/06/2023;Concessione d'uso gratuito a scopi sociali ;4;01.07.2023 30.06.2026 ;;marzo 2026
165;appart.;72 mq.;via Pianell 21 ;9;142;141;6;Scopi Sociali;Accoglienza genitore - bambino;Società Cooperativa Sociale Farsi Prossimo Onlus Via San Bernardino 4 20122 Milano CF 11062930158;Repertorio n. 106950;Ag. Entrate Mi 1 12/02/2026 Serie 3X 000889;Contratto per la concessione in uso gratuito del lotto n. 4 costituito da n. 2 unità immobiliari site in via Pianell 21 e in via Lanfranco della Pila 57/b, confiscate alla criminalità e trasferite al patrimonio indisponibile del comune di Milano A Farsi Prossimo Onlus Società Cooperativa Sociale. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8;30.01.2026 29.01.2034;;marzo 2026
166;appart.;47 mq.;via Pianell 21 ;9;142;141;505;Scopi Sociali;"GESTIONE DIRETTA ""AREA DIRITTI E INCLUSIONE PER FINALITA’ SOCIALI, DI EMERGENZA ABITATIVA ED ACCOGLIENZA IN SITUAZIONI DI FRAGILITÀ""";GESTIONE DIRETTA del Comune di Milano Welfare e Salute;;;;;;;marzo 2026
167;magazzino;79 mq;via Picco Madre A. 31;2;204;36;10;Scopi Sociali;Progetto “MAGAZZINO SOLIDALE”. Recupero di arredi e materiale che vengono offerti all’Associazione in donazione da privati o acquistati. Sarà utilizzato anche come deposito di beni non deteriorabili degli ospiti accolti. La gestione dello spazio avrà carattere educativo per gli ospiti del CeAS, offrendo la possibilità di svolgere attività propedeutiche al reinserimento socio lavorativo.;CEASOLTREILPREGIUDIZIO COOPERATIVA SOCIALE Viale Sondrio 5, 20124 Milano -MI CF/PI: 11502070961;Repertorio n. 106013;Ag. Entrate MI 1 26.04.2022 serie 3 2404;Rinnovo contratto per la concessione in uso gratuito all’associazione CE.A.S. Centro Ambrosiano Di Solidarieta’ Onlus del locali di proprieta’ comunale confiscato alla criminalita’ sito in via MADRE PICCO n. 31 - Milano. ;6;03.03.2022 02.03.2028;;marzo 2026
168;appart.;3,5 vani;via Piero Della Francesca 2;8;9;923;705;Scopi Sociali;"""RESIDENZIALITA' SOCIALE TEMPORANEA"" Attività di assistenza a persone che si trovano in condizioni di fragilità e nell'esigenza di una risposta ai bisogni di residenzialità, integrando l'intervento con un percorso di accompagnamento al reinserimento sociale.";GESTIONE DIRETTA del Comune di Milano Welfare e Salute (convenzione con Rti La Cordata Società Cooperativa Sociale/Fuoriluoghi Scs Onlus/Fondazione Progetto Arca Onlus/Cooperativa Lotta Contro L’emarginazione Coop. Soc. Onlus/A&I Società Cooperativa Sociale Onlus);;Assegnato in concessione con DD n. 5733/2023 DEL 29/06/2023;Concessione d'uso gratuito a scopi sociali ;4;01.07.2023 30.06.2026 ;;marzo 2026
169;locale comm.le;54 mq;via Pordenone 1;3;239;254;5;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;Staylist di Martire Antonia;Repertorio n. 106031;Ag. Entrate MI 1 06/05/2022 serie 3 T 10984;Contratto di Locazione Direzione Demanio;6+6;22.04.2022 21.04.2034;;marzo 2026
170;appart.;29;Ripa Porta Ticinese 97/A;6;518;244;718;Scopi Sociali;Progettualità finalizzata all’accoglienza e ospitalità temporanea per adulti senza dimora, giovani migranti e rifugiati richiedenti asilo in situazione di grave marginalità. ;Croce Rossa Italiana, Comitato di Milano Via Marcello Pucci, 7 20142 Milano;Repertorio n. 106352;Ag. Entrate MI 1 09/11/2023 serie 3 X 002851;Contratto per la concessione in uso gratuito del lotto n. 3 costituito da n. 4 immobili siti in via Quintosole 31, via Ripa Porta Ticinese 97/a, via Baldo degli Ubaldi 8 e Via Canonica 87, confiscati alla criminalità e trasferiti al patrimonio indisponibile del Comune di Milano. Durata della concessione anni 4 (quattro) a far tempo dalla sottoscrizione del presente contratto.;4;07.11.2023 06.11.2027;;marzo 2026
171;appart.;55;via Pozzuoli 9;9;69;260;12;Scopi Sociali;"GESTIONE DIRETTA ""AREA DIRITTI E INCLUSIONE PER FINALITA’ SOCIALI, DI EMERGENZA ABITATIVA ED ACCOGLIENZA IN SITUAZIONI DI FRAGILITÀ""";GESTIONE DIRETTA del Comune di Milano Welfare e Salute;;;;;;;marzo 2026
172;appart.;69 mq;Via Quintosole 31;5;695;122;45;Scopi Sociali;Progettualità finalizzata all’accoglienza e ospitalità temporanea per adulti senza dimora, giovani migranti e rifugiati richiedenti asilo in situazione di grave marginalità. ;Croce Rossa Italiana, Comitato di Milano Via Marcello Pucci, 7 20142 Milano;Repertorio n. 106352;Ag. Entrate MI 1 09/11/2023 serie 3 X 002851;Contratto per la concessione in uso gratuito del lotto n. 3 costituito da n. 4 immobili siti in via Quintosole 31, via Ripa Porta Ticinese 97/a, via Baldo degli Ubaldi 8 e Via Canonica 87, confiscati alla criminalità e trasferiti al patrimonio indisponibile del Comune di Milano. Durata della concessione anni 4 (quattro) a far tempo dalla sottoscrizione del presente contratto.;4;07.11.2023 06.11.2027;;marzo 2026
173;magazzino;127 mq;Via Quarto Cagnino 34;7;293;91;-;Finalità Istituzionali;GESTIONE DIRETTA del Comune di Milano DC Demanio e Patrimonio;;;;;;;;marzo 2026
174;appart.;60 mq;Via Quintosole 31;5;695;122;43;Scopi Sociali;"GESTIONE DIRETTA ""RESIDENZIALITA' SOCIALE TEMPORANEA""";GESTIONE DIRETTA del Comune di Milano Welfare e Salute;;;;;;;marzo 2026
175;appart.;52;Via Ricciarelli 14;7;337;88;34;Scopi Sociali;Progetto di accoglienza riservata a giovani adulti in uscita da percorsi di istituzionalizzazione - Residenzialità temporanea per giovani adulti in accompagnamento all'autonomia;RIPARI Coop. Sociale – Impresa Sociale (Capofila) via della Signora 3, 20122 Milano A.T.I - Azienda Temporanea di Imprese: Ce.A.S. Centro Ambrosiano di Solidarietà Onlus E Fondazione Casa della Carità;Repertorio n. 106429;Ag. Entrate MI 1 19/02/2024 serie 3 X 000639;Contratto per la concessione in uso gratuito del lotto n. 1 costituito da n. 6 immobili siti in viale Majno 3, via Oristano 14, via Moretto da Brescia 40, via Ricciarelli 14, (n. 4 appartamenti, di cui 1 con box e magazzino), confiscati alla criminalità e trasferiti al patrimonio indisponibile del Comune di Milano all’ATI composta da Ripari Cooperativa Sociale – Impresa Sociale, CE.A.S. Centro Ambrosiano di Solidarietà Onlus e Fondazione Casa della Carità. Durata della concessione anni 4 (quattro) a far tempo dalla sottoscrizione del presente contratto.;4;13.02.2024 12.02.2028;;marzo 2026
176;appart.;1,5 vani;via Rinuccini 3;2;197;106;18;Scopi Sociali;"""RESIDENZIALITA' SOCIALE TEMPORANEA"" Attività di assistenza a persone che si trovano in condizioni di fragilità e nell'esigenza di una risposta ai bisogni di residenzialità, integrando l'intervento con un percorso di accompagnamento al reinserimento sociale.";GESTIONE DIRETTA del Comune di Milano Welfare e Salute (convenzione con Rti Equa Cooperativa Sociale/Ce.A.S. Centro Ambrosiano Di Solidarietà Onlus/Soc. Coop. Sociale Comunità Progetto A R.L./Ripari Coop. Sociale );;Assegnato in concessione con DD n. 5732 DEL 29/06/2023;Concessione d'uso gratuito a scopi sociali ;4;01.07.2023 30.06.2026 ;;marzo 2026
177;locale comm.le;248 mq;Via Ripamonti 580;5;695;81;701;Scopi Sociali;;;;;;;;In attesa di prossimo bando;marzo 2026
178;terreno;10 are;Via Ripamonti 580;5;695;81;-;Scopi Sociali;;;;;;;;;marzo 2026
179;locale comm.le;60 mq;via Riva di Trento 1;4;583;66;519;Scopi Sociali;Progetto “Futuro pediatria”, che prevede l’incremento delle proposte di promozione del volontariato e di sensibilizzazione rispetto ai diritti dei bambini affetti da patologie e delle loro famiglie;Abio Associazione per il Bambino in Ospedale ODV via Bessarione n. 27 20139 Milano (MI) C.F./P.IVA 80176590158;Repertorio n. 106750;Ag. Entrate Milano 1 14/05/2025 Serie 3X n.002400;Contratto per la concessione in uso gratuito dell’unità immobiliare sita in via Riva di Trento 1, Milano, confiscata alla criminalità e trasferita al patrimonio indisponibile del Comune di Milano ad Abio Associazione per il Bambino in Ospedale ODV. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto;;13.05.2025 12.05.2033;;marzo 2026
180;locale comm.le;37 mq.;Via Ruggero di Lauria 13;8;258;95;501;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
181;appart.;67 mq;Via Salici dei 43;7;456;57;22;Scopi Sociali;Progetto di accoglienza sociale di persone in condizioni di fragilità sociale e che stanno realizzando un percorso di reinserimento;Cooperativa Sociale Comunità del Giambellino Via Bellini Gentile 6 20146 Milano;Repertorio n. 106168;Ag. Entrate Milano1 12.01.2023 Serie 3 140;Contratto per la concessione in uso gratuito del lotto n. 2 costituito da n. 2 immobili siti in Milano in via Mose’ Bianchi 93, via dei Salici 43, confiscati alla criminalità e trasferiti al patrimonio indisponibile del comune di Milano a Cooperativa Sociale Comunità del Giambellino. Durata della concessione anni 6 (sei) a far tempo dalla sottoscrizione del presente contratto;6;20.12.2022 19.12.2028;;marzo 2026
182;appart.;6 vani;viale Sarca 91;9;105;44;33;Scopi Sociali;"""RESIDENZIALITA' SOCIALE TEMPORANEA"" Attività di assistenza a persone che si trovano in condizioni di fragilità e nell'esigenza di una risposta ai bisogni di residenzialità, integrando l'intervento con un percorso di accompagnamento al reinserimento sociale.";Fondazione Somaschi Onlus (Capofila) P.zza XXV Aprile 2 20121 Milano R.T.I - Raggruppamento Temporaneo di Imprese: Fondazione Ambrosiana per la Vita Onlus Cooperativa Sociale Tuttinsieme Centro Ambrosiano di Aiuto alla Vita Fondazione Archè Onlus;Repertorio n. 105706;Ag. Entrate Mi 1 12.03.2021 Serie 3 1933;Contratto per la concessione in uso gratuito di un unico lotto comprensivo di n. 12 unita’ immobiliari alla Fondazione Somaschi Onlus dei locali di proprieta’ comunale siti in milano. ;6;17.07.2020 16.07.2026;;marzo 2026
183;appart.;2 vani;via Serio 2;5;552;114;29, 30;Scopi Sociali;Accoglienza giovani adulti in uscita da Comunità educative;ATI tra CAM - CENTRO AUSILIARIO PER I MINORI e ASSOCIAZIONE OKLAHOMA ONLUS;;;;;;"Assegnato a seguito di ultimo Bando 2025 a ""ATI tra CAM - CENTRO AUSILIARIO PER I MINORI e ASSOCIAZIONE OKLAHOMA ONLUS"", in attesa dei Controlli amministrativi per la firma del contratto.";marzo 2026
184;appart.;3 vani;via Serra Renato 14;8;256;36;1;Scopi Sociali;Accoglienza per donne vittima di tratta ;Società Cooperativa Sociale Comunità Progetto a r.l. Via Soperga 13 20127 Milano C.F. / P.IVA 12618790153;;In attesa di registrazione all'Agenzia delle Entrate;Contratto per la concessione in uso gratuito del lotto n. 9 costituito da n. 1 unità immobiliare sita in viale Renato Serra 14, confiscata alla criminalità e trasferita al patrimonio indisponibile del comune di Milano a Società Cooperativa Sociale Comunità Progetto. Durata della concessione anni 8 (otto) a far tempo dalla sottoscrizione del presente contratto.;8;23.01.2026 22.01.2034;"Assegnato a seguito di ultimo Bando 2025 a ""Società Cooperativa Sociale Comunità Progetto a r.l."", in attesa della firma del contratto.";marzo 2026
185;appart.;2,5 vani;via Sommacampagna 8;9;187;126;-;Scopi Sociali;;;;;;;;Immobile che presenta problematiche ed è oggetto di approfondimenti tecnici;marzo 2026
186;appart.;56 mq.;via Stefano Santo 5;1;390;88;35;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
187;cantina;-;via Stefano Santo 5;1;390;88;713;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
188;appart.;111 mq;Via Teano 16;9;204;5;-;Scopi Sociali;"GESTIONE DIRETTA ""RESIDENZIALITA' SOCIALE TEMPORANEA""";GESTIONE DIRETTA del Comune di Milano Welfare e Salute;;;;;;;marzo 2026
189;box;15 mq;Via Teano 16;9;203;41;-;Scopi Sociali;"GESTIONE DIRETTA ""RESIDENZIALITA' SOCIALE TEMPORANEA""";GESTIONE DIRETTA del Comune di Milano Welfare e Salute;;;;;;;marzo 2026
190;box;22 mq;via Torre C. 24;6;519;314;746;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali; ;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
191;box;13 mq;via Torre C. 24;6;519;314;701;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
192;box;13 mq;via Torre C. 24;6;519;314;707;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
193;box;13 mq;via Torre C. 24;6;519;314;712;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
194;box;13 mq;via Torre C. 24;6;519;314;715;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
195;box;13 mq;via Torre C. 24;6;519;314;716;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
196;box;13 mq;via Torre C. 24;6;519;314;717;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
197;box;13 mq;via Torre C. 24;6;519;314;720;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
198;box;13 mq;via Torre C. 24;6;519;314;726;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
199;box;13 mq;via Torre C. 24;6;519;314;727;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
200;box;23 mq;via Torre C. 24;6;519;314;728;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
201;box;23 mq;via Torre C. 24;6;519;314;729;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
202;box;23 mq;via Torre C. 24;6;519;314;732;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
203;box;19 mq;via Torre C. 24;6;519;314;737;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
204;box;13 mq;via Torre C. 24;6;519;314;742;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
205;box;20 mq;via Torre C. 24;6;519;314;745;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
206;box;13 mq;via Torre C. 24;6;519;314;750;"Fini di lucro, con vincolo di reimpiego dei proventi per finalità sociali""";GESTIONE DIRETTA Finalità di lucro con proventi reimpiegati per scopi sociali;;;;;;;In attesa di prossimo bando Direzione Demanio e Patrimonio;marzo 2026
